"PERSON_ID","PERNAME1","PERNAME2","SEX","DOB_DAY","DOB_MON","DOB_YEAR","hse_num","ENUMCAP","ENUMPC","str_nam","cap_add","CENSUS_ID"
"DE03UT025003","KAI","SIMPSON","M",2,2,1975,"        25","25 WINDSOR ROAD","DE03UT","Windsor Road","25, Windsor Road","CENSDE03UT025003"
"DE03UT026001","XIERAN","MORRIS","M",30,8,1942,"        26","26 WINDSOR ROAD","DE03UT","Windsor Road","26, Windsor Road","CENSDE03UT026001"
"DE03UT027001","HARRISON","KELLY","M",5,7,1935,"        27","27 WINDSOR ROAD","DE03UT","Windsor Road","27, Windsor Road","CENSDE03UT027001"
"DE03UT027002","JESSICA","KELLY","F",27,3,1980,"        27","27 WINDSOR ROAD","DE03UT","Windsor Road","27, Windsor Road","CENSDE03UT027002"
"DE03UT028001","TYLER","COX","M",8,4,1987,"        28","28 WINDSOR ROAD","DE03UT","Windsor Road","28, Windsor Road","CENSDE03UT028001"
"DE03UT028002","AIDEN","COX","M",24,11,1952,"        28","28 WINDSOR ROAD","DE03UT","Windsor Road","28, Windsor Road","CENSDE03UT028002"
"DE03UT029001","MUHAMMAD","STEVENS","M",3,3,1953,"        29","29 WINDSOR ROAD","DE03UT","Windsor Road","29, Windsor Road","CENSDE03UT029001"
"DE03UT029002","ARCHIE","STEVENS","M",12,7,1967,"        29","29 WINDSOR ROAD","DE03UT","Windsor Road","29, Windsor Road","CENSDE03UT029002"
"DE03UT030001","BEN","BENNETT","M",21,10,1965,"        30","30 WINDSOR ROAD","DE03UT","Windsor Road","30, Windsor Road","CENSDE03UT030001"
"DE03UT031001","NOHANNED","NARSHALL","M",8,7,2009,"        31","31 WINDSOR ROAD","DE03UT","Windsor Road","31, Windsor Road","CENSDE03UT031001"
"DE03UT031002","SOFIA","MARSHALL","F",10,4,1980,"        31","31 WINDSOR ROAD","DE03UT","Windsor Road","31, Windsor Road","CENSDE03UT031002"
"DE03UT032001","JANIE","JEWKIWSOW","",9,2,1937,"        32","32 WINDSOR ROAD","DE03UT","Windsor Road","32, Windsor Road","CENSDE03UT032001"
"DE03UT033001","ALFLE","WHLTE","M",18,9,1925,"        33","33 WINDSOR ROAD","DE03UT","Windsor Road","33, Windsor Road","CENSDE03UT033001"
"DE03UT033002","PHOEBE","WHITE","F",7,6,1937,"        33","33 WINDSOR ROAD","DE03UT","Windsor Road","33, Windsor Road","CENSDE03UT033002"
"DE03UT035001","AMMABEL","HARRIS","F",20,2,1941,"        35","35 WINDSOR ROAD","DE03UT","Windsor Road","35, Windsor Road","CENSDE03UT035001"
"DE03UT036001","JAKE","LLOYD","M",2,12,1937,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036001"
"DE03UT036002","GRACE","LLOYD","F",18,7,1925,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036002"
"DE03UT036003","JANIE","CCOYD","M",5,2,1954,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036003"
"DE03UT036004","ESTHER","LLOYD","F",6,8,1955,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036004"
"DE03UT036005","MOHAMED","LLOYD","M",23,8,1977,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036005"
"DE03UT036006","INDIA","LLOYD","F",11,1,1970,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036006"
"DE03UT036007","FINLEY","LLOYD","M",13,5,1964,"        36","36 WINDSOR ROAD","DE03UT","Windsor Road","36, Windsor Road","CENSDE03UT036007"
"DE03UT038001","LILLY","LLOYD","F",16,10,1949,"        38","38 WINDSOR ROAD","DE03UT","Windsor Road","38, Windsor Road","CENSDE03UT038001"
"DE03UT039001","JAKE","ROBERTS","M",28,12,1943,"        39","39 WINDSOR ROAD","DE03UT","Windsor Road","39, Windsor Road","CENSDE03UT039001"
"DE03UT040001","NOHANNED","FISHER","M",3,6,1932,"        40","40 WINDSOR ROAD","DE03UT","Windsor Road","40, Windsor Road","CENSDE03UT040001"
"DE03UT040002","SONNY","FISHER","M",13,1,1929,"        40","40 WINDSOR ROAD","DE03UT","Windsor Road","40, Windsor Road","CENSDE03UT040002"
"DE03UT041001","JASMIME","SHAW","F",9,2,1948,"        41","41 WINDSOR ROAD","DE03UT","Windsor Road","41, Windsor Road","CENSDE03UT041001"
"DE03UT041002","SAMUEL","SHAW","M",13,9,1979,"        41","41 WINDSOR ROAD","DE03UT","Windsor Road","41, Windsor Road","CENSDE03UT041002"
"DE03UT042001","ELLIE","MILLS","F",10,7,1938,"        42","42 WINDSOR ROAD","DE03UT","Windsor Road","42, Windsor Road","CENSDE03UT042001"
"DE03UT043001","ALI","GRIFFITHS","M",19,6,1986,"        43","43 WINDSOR ROAD","DE03UT","Windsor Road","43, Windsor Road","CENSDE03UT043001"
"DE03UT044001","DYLAN","GRIFFITKS","M",28,9,1957,"        44","44 WINDSOR ROAD","DE03UT","Windsor Road","44, Windsor Road","CENSDE03UT044001"
"DE03UT044002","NEVE","GRIFFITHS","F",6,12,1995,"        44","44 WINDSOR ROAD","DE03UT","Windsor Road","44, Windsor Road","CENSDE03UT044002"
"DE03UT045001","JAMES","ROBERTS","M",2,4,1969,"        45","45 WINDSOR ROAD","DE03UT","Windsor Road","45, Windsor Road","CENSDE03UT045001"
"DE03UT045002","","ROBERTS","M",3,9,1964,"        45","45 WINDSOR ROAD","DE03UT","Windsor Road","45, Windsor Road","CENSDE03UT045002"
"DE03UT046001","BVAMDOM","POWELL","M",8,11,1968,"        46","46 WINDSOR ROAD","DE03UT","Windsor Road","46, Windsor Road","CENSDE03UT046001"
"DE03UT046002","JOSEPH","POWELL","M",29,9,1982,"        46","46 WINDSOR ROAD","DE03UT","Windsor Road","46, Windsor Road","CENSDE03UT046002"
"DE03UT047001","JASON","GRAY","M",1,9,1972,"        47","47 WINDSOR ROAD","DE03UT","Windsor Road","47, Windsor Road","CENSDE03UT047001"
"DE03UT047002","ISABEL","CRAY","F",25,12,1970,"        47","47 WINDSOR ROAD","DE03UT","Windsor Road","47, Windsor Road","CENSDE03UT047002"
"DE03UT047003","JACOB","GRAY","",26,9,1992,"        47","47 WINDSOR ROAD","DE03UT","Windsor Road","47, Windsor Road","CENSDE03UT047003"
"DE03UT047004","KATIE","GRAY","F",15,1,1998,"        47","47 WINDSOR ROAD","DE03UT","Windsor Road","47, Windsor Road","CENSDE03UT047004"
"DE03UT048001","RYAN","PHILLIPS","",1,4,1976,"        48","48 WINDSOR ROAD","DE03UT","Windsor Road","48, Windsor Road","CENSDE03UT048001"
"DE03UT049001","LUKAS","REID","M",21,10,1940,"        49","49 WINDSOR ROAD","DE03UT","Windsor Road","49, Windsor Road","CENSDE03UT049001"
"DE03UT050001","TAYLOR","MITCHELL","M",23,6,1977,"        50","50 WINDSOR ROAD","DE03UT","Windsor Road","50, Windsor Road","CENSDE03UT050001"
"DE03UT050002","EMMA","MITCHECC","F",10,12,1977,"        50","50 WINDSOR ROAD","DE03UT","Windsor Road","50, Windsor Road","CENSDE03UT050002"
"DE03UT050003","JACOB","MITCHELL","M",23,6,2004,"        50","50 WINDSOR ROAD","DE03UT","Windsor Road","50, Windsor Road","CENSDE03UT050003"
"DE125LU001001","EVE","PHILLIPS","F",8,1,,"         1","1 PARK LANE","DE125LU","Park Lane","1, Park Lane","CENSDE125LU001001"
"DE125LU002001","ELLA","MORRIS","F",22,6,1973,"         2","2 PARK LANE","DE125LU","Park Lane","2, Park Lane","CENSDE125LU002001"
"DE125LU002002","ERIN","MORRIS","F",27,4,1985,"         2","2 PARK LANE","DE125LU","Park Lane","2, Park Lane","CENSDE125LU002002"
"DE125LU003001","BEN","MITCHELL","M",17,2,1950,"         3","3 PARK LANE","DE125LU","Park Lane","3, Park Lane","CENSDE125LU003001"
"DE125LU003002","POPPY","MITCHELL","F",30,10,1967,"         3","3 PARK LANE","DE125LU","Park Lane","3, Park Lane","CENSDE125LU003002"
"DE125LU004001","LYDIA","HILL","F",26,12,1944,"         4","4 PARK LANE","DE125LU","Park Lane","4, Park Lane","CENSDE125LU004001"
"DE125LU005001","ALEXANDER","GREEN","M",4,3,2003,"         5","5 PARK LANE","DE125LU","Park Lane","5, Park Lane","CENSDE125LU005001"
"DE125LU005002","LUCY","GREEN","F",3,12,1987,"         5","5 PARK LANE","DE125LU","Park Lane","5, Park Lane","CENSDE125LU005002"
"DE125LU006001","LOUIE","STEVENS","M",25,6,1975,"         6","6 PARK LANE","DE125LU","Park Lane","6, Park Lane","CENSDE125LU006001"
"DE125LU006002","ISABELLE","STEVENSON","F",28,12,1979,"         6","6 PARK LANE","DE125LU","Park Lane","6, Park Lane","CENSDE125LU006002"
"DE125LU006003","MATTHEW","STEVENS","M",31,1,2008,"         6","6 PARK LANE","DE125LU","Park Lane","6, Park Lane","CENSDE125LU006003"
"DE125LU007001","CHARLOTTE","REID","F",10,5,1961,"         7","7 PARK LANE","DE125LU","Park Lane","7, Park Lane","CENSDE125LU007001"
"DE125LU007002","PREYA","REID","F",,5,1949,"         7","7 PARK LANE","DE125LU","Park Lane","7, Park Lane","CENSDE125LU007002"
"DE125LU008001","LOGAN","WILLIAHS","M",27,9,1954,"         8","8 PARK LANE","DE125LU","Park Lane","8, Park Lane","CENSDE125LU008001"
"DE125LU008002","VICKY","WILLIAMSON","F",21,12,1947,"         8","8 PARK LANE","DE125LU","Park Lane","8, Park Lane","CENSDE125LU008002"
"DE125LU008003","LAYLA","WILLIAMSON","F",8,7,1943,"         8","8 PARK LANE","DE125LU","Park Lane","8, Park Lane","CENSDE125LU008003"
"DE125LU008005","AVA","WILLIAMSON","F",5,8,1994,"         8","8 PARK LANE","DE125LU","Park Lane","8, Park Lane","CENSDE125LU008005"
"DE125LU008006","JAKE","WILLIAMS","M",5,6,2003,"         8","8 PARK LANE","DE125LU","Park Lane","8, Park Lane","CENSDE125LU008006"
"DE125LU008007","MUHAMMAD","WILLIAMS","M",11,9,1975,"         8","8 PARK LANE","DE125LU","Park Lane","8, Park Lane","CENSDE125LU008007"
"DE125LU009001","CALLUM","RICHARDSON","M",7,12,1984,"         9","9 PARK LANE","DE125LU","Park Lane","9, Park Lane","CENSDE125LU009001"
"DE125LU009002","SIENNA","RILHARDSON","F",6,1,1987,"         9","9 PARK LANE","DE125LU","Park Lane","9, Park Lane","CENSDE125LU009002"
"DE125LU009003","MOLLY","RICHARDS","F",31,1,,"         9","9 PARK LANE","DE125LU","Park Lane","9, Park Lane","CENSDE125LU009003"
"DE125LU010001","JORDAN","TURNER","M",16,4,1956,"        10","10 PARK LANE","DE125LU","Park Lane","10, Park Lane","CENSDE125LU010001"
"DE125LU011001","LOIS","PALMER","F",5,5,1949,"        11","11 PARK LANE","DE125LU","Park Lane","11, Park Lane","CENSDE125LU011001"
"DE125LU013001","KACPER","HARRIS","M",10,2,1942,"        13","13 PARK LANE","DE125LU","Park Lane","13, Park Lane","CENSDE125LU013001"
"DE125LU014001","OSKAR","GREEN","M",2,3,1980,"        14","14 PARK LANE","DE125LU","Park Lane","14, Park Lane","CENSDE125LU014001"
"DE125LU014002","GRACE","GREEN","F",22,3,1983,"        14","14 PARK LANE","DE125LU","Park Lane","14, Park Lane","CENSDE125LU014002"
"DE125LU014003","AMY","GBEEN","F",14,6,2011,"        14","14 PARK LANE","DE125LU","Park Lane","14, Park Lane","CENSDE125LU014003"
"DE125LU015001","ALEXANDER","ROBINSON","M",31,2,1933,"        15","15 PARK LANE","DE125LU","Park Lane","15, Park Lane","CENSDE125LU015001"
"DE125LU016001","DANIEL","PATEL","M",26,2,1970,"        16","16 PARK LANE","DE125LU","Park Lane","16, Park Lane","CENSDE125LU016001"
"DE125LU016002","MAAIA","PATEL","F",20,2,1971,"        16","16 PARK LANE","DE125LU","Park Lane","16, Park Lane","CENSDE125LU016002"
"DE125LU016003","BOSE","PATEL","F",16,9,2007,"        16","16 PARK LANE","DE125LU","Park Lane","16, Park Lane","CENSDE125LU016003"
"DE125LU017001","LEWIS","COOPER","M",9,5,1912,"        17","17 PARK LANE","DE125LU","Park Lane","17, Park Lane","CENSDE125LU017001"
"DE125LU018001","TOM","MITCHELL","M",1,5,1946,"        18","18 PARK LANE","DE125LU","Park Lane","18, Park Lane","CENSDE125LU018001"
"DE125LU019001","CHARLOTTE","WILLIANSON","F",14,8,1932,"        19","19 PARK LANE","DE125LU","Park Lane","19, Park Lane","CENSDE125LU019001"
"DE125LU019002","MEGAN","WILLIAMS","F",22,6,1992,"        19","19 PARK LANE","DE125LU","Park Lane","19, Park Lane","CENSDE125LU019002"
"DE125LU020001","HARRY","SMITH","M",7,8,1922,"        20","20 PARK LANE","DE125LU","Park Lane","20, Park Lane","CENSDE125LU020001"
"DE125LU021001","JESSICA","THOMPSON","F",14,9,1960,"        21","21 PARK LANE","DE125LU","Park Lane","21, Park Lane","CENSDE125LU021001"
"DE125LU021002","DANIEL","THOMPSON","M",4,7,1922,"        21","21 PARK LANE","DE125LU","Park Lane","21, Park Lane","CENSDE125LU021002"
"DE125LU022001","DANIEC","MICCER","M",21,4,1947,"        22","22 PARK LANE","DE125LU","Park Lane","22, Park Lane","CENSDE125LU022001"
"DE125LU023001","GEORGIA","HALL","F",2,5,1939,"        23","23 PARK LANE","DE125LU","Park Lane","23, Park Lane","CENSDE125LU023001"
"DE13HJ001001","ADAM","LEWIS","M",8,2,1991,"         1","1 ALBERT ROAD","DE13HJ","Albert Road","1, Albert Road","CENSDE13HJ001001"
"DE13HJ001002","LILY","LEWIS","F",4,6,1964,"         1","1 ALBERT ROAD","DE13HJ","Albert Road","1, Albert Road","CENSDE13HJ001002"
"DE13HJ002001","ISLA","RUSSELL","F",30,5,1916,"         2","2 ALBERT ROAD","DE13HJ","Albert Road","2, Albert Road","CENSDE13HJ002001"
"DE13HJ002002","BEN","RUSSELL","M",26,10,1932,"         2","2 ALBERT ROAD","DE13HJ","Albert Road","2, Albert Road","CENSDE13HJ002002"
"DE13HJ004001","SAMUEL","BARNES","M",18,7,1971,"         4","4 ALBERT ROAD","DE13HJ","Albert Road","4, Albert Road","CENSDE13HJ004001"
"DE13HJ005001","LEWIS","DAVIS","M",25,1,1971,"         5","5 ALBERT ROAD","DE13HJ","Albert Road","5, Albert Road","CENSDE13HJ005001"
"DE13HJ005002","ANY","DAVIS","F",15,5,1975,"         5","5 ALBERT ROAD","DE13HJ","Albert Road","5, Albert Road","CENSDE13HJ005002"
"DE13HJ005003","JAMES","DAVIS","M",26,6,1997,"         5","5 ALBERT ROAD","DE13HJ","Albert Road","5, Albert Road","CENSDE13HJ005003"
"DE13HJ005004","SEAN","DAVIS","M",30,3,2003,"         5","5 ALBERT ROAD","DE13HJ","Albert Road","5, Albert Road","CENSDE13HJ005004"
"DE13HJ005005","ALEXANDER","DAVIS","M",16,8,1999,"         5","5 ALBERT ROAD","DE13HJ","Albert Road","5, Albert Road","CENSDE13HJ005005"
"DE13HJ005006","DANIEL","DAVIS","M",31,7,2007,"         5","5 ALBERT ROAD","DE13HJ","Albert Road","5, Albert Road","CENSDE13HJ005006"
"DE13HJ006001","PAIGE","ANDERSON","F",16,12,1998,"         6","6 ALBERT ROAD","DE13HJ","Albert Road","6, Albert Road","CENSDE13HJ006001"
"DE13HJ006002","MATILDA","ANDEBSON","F",25,6,1980,"         6","6 ALBERT ROAD","DE13HJ","Albert Road","6, Albert Road","CENSDE13HJ006002"
"DE13HJ007001","AMELIA","BARWES","F",24,9,2009,"         7","7 ALBERT ROAD","DE13HJ","Albert Road","7, Albert Road","CENSDE13HJ007001"
"DE13HJ007002","HARLEY","BARNES","M",31,7,1980,"         7","7 ALBERT ROAD","DE13HJ","Albert Road","7, Albert Road","CENSDE13HJ007002"
"DE13HJ008001","RUBEN","STEWART","M",19,9,1969,"         8","8 ALBERT ROAD","DE13HJ","Albert Road","8, Albert Road","CENSDE13HJ008001"
"DE13HJ008002","MYA","STEWAAT","F",21,4,1967,"         8","8 ALBERT ROAD","DE13HJ","Albert Road","8, Albert Road","CENSDE13HJ008002"
"DE13HJ008003","EVIE","STEWART","F",22,9,1991,"         8","8 ALBERT ROAD","DE13HJ","Albert Road","8, Albert Road","CENSDE13HJ008003"
"DE13HJ009001","JAKE","STEVENS","M",18,8,1980,"         9","9 ALBERT ROAD","DE13HJ","Albert Road","9, Albert Road","CENSDE13HJ009001"
"DE13HJ009002","MOLLY","STEVEMS","F",20,9,1978,"         9","9 ALBERT ROAD","DE13HJ","Albert Road","9, Albert Road","CENSDE13HJ009002"
"DE13HJ009003","RMBER","STEVENSON","F",5,12,2003,"         9","9 ALBERT ROAD","DE13HJ","Albert Road","9, Albert Road","CENSDE13HJ009003"
"DE13HJ010001","ERIN","ALLEN","F",12,1,1984,"        10","10 ALBERT ROAD","DE13HJ","Albert Road","10, Albert Road","CENSDE13HJ010001"
"DE13HJ011001","CALLUM","KELLY","M",20,9,1943,"        11","11 ALBERT ROAD","DE13HJ","Albert Road","11, Albert Road","CENSDE13HJ011001"
"DE13HJ012001","HENRY","COLLINS","M",27,10,1919,"        12","12 ALBERT ROAD","DE13HJ","Albert Road","12, Albert Road","CENSDE13HJ012001"
"DE13HJ012002","FINLEY","COLLINS","M",10,5,1913,"        12","12 ALBERT ROAD","DE13HJ","Albert Road","12, Albert Road","CENSDE13HJ012002"
"DE13HJ013001","CAITLIN","RICHARDS","F",18,11,1953,"        13","13 ALBERT ROAD","DE13HJ","Albert Road","13, Albert Road","CENSDE13HJ013001"
"DE13HJ014001","DAUID","ROBERTSON","M",2,9,1976,"        14","14 ALBERT ROAD","DE13HJ","Albert Road","14, Albert Road","CENSDE13HJ014001"
"DE13HJ014002","ELLSABETH","ROBERTS","F",12,10,1974,"        14","14 ALBERT ROAD","DE13HJ","Albert Road","14, Albert Road","CENSDE13HJ014002"
"DE13HJ014003","TMOMAS","ROBERTSON","M",15,12,1997,"        14","14 ALBERT ROAD","DE13HJ","Albert Road","14, Albert Road","CENSDE13HJ014003"
"DE13HJ014004","POPPY","ROBERTS","F",17,9,2001,"        14","14 ALBERT ROAD","DE13HJ","Albert Road","14, Albert Road","CENSDE13HJ014004"
"DE13HJ014005","KENZIE","ROBERTSON","M",6,11,2001,"        14","14 ALBERT ROAD","DE13HJ","Albert Road","14, Albert Road","CENSDE13HJ014005"
"DE13HJ015001","DYLAN","MUBBAY","M",13,8,1978,"        15","15 ALBERT ROAD","DE13HJ","Albert Road","15, Albert Road","CENSDE13HJ015001"
"DE13HJ015002","ABIGAIL","MURRAY","F",30,10,1978,"        15","15 ALBERT ROAD","DE13HJ","Albert Road","15, Albert Road","CENSDE13HJ015002"
"DE13HJ015003","RYAN","MURRAY","M",9,7,2006,"        15","15 ALBERT ROAD","DE13HJ","Albert Road","15, Albert Road","CENSDE13HJ015003"
"DE13HJ016001","KIAN","MARTIN","M",6,2,1969,"        16","16 ALBERT ROAD","DE13HJ","Albert Road","16, Albert Road","CENSDE13HJ016001"
"DE13HL017001","MORGAN","MILLER","F",1,12,1930,"        17","17 ALBERT ROAD","DE13HL","Albert Road","17, Albert Road","CENSDE13HL017001"
"DE13HL017002","CARLY","MILLER","F",28,12,1988,"        17","17 ALBERT ROAD","DE13HL","Albert Road","17, Albert Road","CENSDE13HL017002"
"DE13HL018001","AIMEE","YOUNG","F",22,6,1979,"        18","18 ALBERT ROAD","DE13HL","Albert Road","18, Albert Road","CENSDE13HL018001"
"DE13HL018002","HARVEY","YOUNG","M",17,10,1997,"        18","18 ALBERT ROAD","DE13HL","Albert Road","18, Albert Road","CENSDE13HL018002"
